Quote,Author,Tags,Authors_info,Wikipedia_link
"Courage is resistance to fear, mastery of fear, not absence of fear.",Mark Twain,"Inspirational, Motivational, Positive ","Samuel Langhorne Clemens (November 30, 1835 – April 21, 1910), better known by his pen name Mark Twain, was an American writer, humorist, entrepreneur, publisher, and lecturer.",https://en.wikipedia.org/wiki/Mark_Twain
"Your life does not get better by chance, it gets better by change.",Jim Rohn,"Inspirational, Life, Motivational ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
Believe and act as if it were impossible to fail.,Charles Kettering,"Motivational, Positive, Faith ",,https://en.wikipedia.org/wiki/Charles_Kettering
The only thing necessary for the triumph of evil is for good men to do nothing.,Edmund Burke,"Inspirational, Wisdom, Witty ","Edmund Burke (; 12 January [NS] 1729 – 9 July 1797) was an  Irish statesman born in Dublin, as well as an author, orator, political theorist and philosopher, who after moving to London in 1750 served as a member of parliament (MP) between 1766 and 1794 in the House of Commons with the Whig Party.",https://en.wikipedia.org/wiki/Edmund_Burke
Do more than belong: participate. Do more than care: help. Do more than believe: practice. Do more than be fair: be kind. Do more than forgive: forget. Do more than dream: work.,William Arthur Ward,"Inspirational, Motivational, Dream ","William Arthur Ward (December 17, 1921–March 30, 1994) was an often quoted writer of inspirational maxims.More than 100 articles, poems and meditations written by Ward were published in such magazines as Reader's Digest, The Phi Delta Kappan, Science of Mind, and various Christian publications.",https://en.wikipedia.org/wiki/William_Arthur_Ward
"If you have knowledge, let others light their candles in it.",Margaret Fuller,"Inspirational, Positive, Education ","Sarah Margaret Fuller Ossoli (May 23, 1810 – July 19, 1850), commonly known as Margaret Fuller, was an American journalist, editor, critic, and women's rights advocate associated with the American transcendentalism movement.",https://en.wikipedia.org/wiki/Margaret_Fuller
"Money cannot buy peace of mind. It cannot heal ruptured relationships, or build meaning into a life that has none.",Richard DeVos,"Life, Relationship, Money ","Richard Marvin DeVos Sr. (March 4, 1926 – September 6, 2018) was an American billionaire businessman, co-founder of Amway with Jay Van Andel (company restructured as Alticor in 2000), and owner of the Orlando Magic basketball team.",https://en.wikipedia.org/wiki/Richard_DeVos
"If evolution really works, how come mothers only have two hands?",Milton Berle,"Funny, Mothers Day, Hilarious ","Milton Berle (born Mendel Berlinger; July 12, 1908 – March 27, 2002) was an American comedian and actor.",https://en.wikipedia.org/wiki/Milton_Berle
"Don't wish it were easier, wish you were better.",Jim Rohn,"Inspirational, Motivational, Positive ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
There are no failures - just experiences and your reactions to them,Tom Krause,"Inspirational, Positive, Cheer ","Tom Gunnar Krause (July 5, 1934 − December 6, 2013) was a Finnish operatic bass-baritone, particularly associated with Mozart roles.",https://en.wikipedia.org/wiki/Tom_Krause
"My message, especially to young people is to have courage to think differently, courage to invent, to travel the unexplored path, courage to discover the impossible and to conquer the problems and succeed. These are great qualities that they must work towards. This is my message to the young people.",Abdul Kalam,"Courage, Thinking, People ",,https://en.wikipedia.org/wiki/Abdul_Kalam
"A smile is the light in your window that tells others that there is a caring, sharing person inside.",Denis Waitley,"Love, Happiness, Smile ","Denis E. Waitley (born 1933), is an American motivational speaker, writer and consultant. He has been recognized as the best-selling author of the audio series, The Psychology of Winning and books such as ""Seeds of Greatness"" and ""The Winner's Edge"".",https://en.wikipedia.org/wiki/Denis_Waitley
Persistent people begin their success where others end in failure.,Edward Eggleston,"Change, Success, Running ","Edward Eggleston (December 10, 1837 – September 3, 1902) was an American historian and novelist.",https://en.wikipedia.org/wiki/Edward_Eggleston
You cannot find peace by avoiding life.,Virginia Woolf,"Life, Meaningful, Peace ","Adeline Virginia Woolf (; née Stephen; 25 January 1882 – 28 March 1941) was an English writer, considered one of the most important modernist 20th-century authors and a pioneer in the use of stream of consciousness as a narrative device.",https://en.wikipedia.org/wiki/Virginia_Woolf
I have been driven many times upon my knees by the overwhelming conviction that I had no where else to go. My own wisdom and that of all about me seemed insufficient for that day.,Abraham Lincoln,"Motivational, Faith, Attitude ","Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American lawyer and politician. He served as the 16th president of the United States from 1861 until his assassination in April 1865. Lincoln led the nation through the Civil War, its bloodiest war and its greatest moral, constitutional, and political crisis.",https://en.wikipedia.org/wiki/Abraham_Lincoln
Imagination is more important than knowledge.,Albert Einstein,"Inspirational, Positive, Leadership ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
You cannot make progress without making decisions.,Jim Rohn,"Inspirational, Decisions You Make, Progress ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
"Life is about not knowing, having to change, taking the moment and making the best of it, without knowing what's going to happen next.",Gilda Radner,"Life, Change, Goodbye ","Gilda Susan Radner (June 28, 1946 – May 20, 1989) was an American comedian and actress who was the first of the seven original members cast for the NBC sketch comedy show Saturday Night Live (SNL).",https://en.wikipedia.org/wiki/Gilda_Radner
"The grace of God means something like: Here is your life. You might never have been, but you are because the party wouldn't have been complete without you.",Frederick Buechner,"Life, God, Christian ","Carl Frederick Buechner ( BEEK-nər; born July 11, 1926) is an American writer, novelist, poet, autobiographer, essayist, preacher, and theologian.",https://en.wikipedia.org/wiki/Frederick_Buechner
Love is the only force capable of transforming an enemy into friend.,"Martin Luther King, Jr.","Love, Friendship, Change ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
Don't worry that children never listen to you; worry that they are always watching you.,Robert Fulghum,"Marriage, Mother, Children ","Robert Lee Fulghum ( (listen); born June 4, 1937) is an American author and Unitarian Universalist minister.",https://en.wikipedia.org/wiki/Robert_Fulghum
"When the sun is shining I can do anything; no mountain is too high, no trouble too difficult to overcome.",Wilma Rudolph,"Inspirational, Positive, Determination ","Wilma Glodean Rudolph (June 23, 1940 – November 12, 1994) was an American sprinter from Clarksville, Tennessee, who became a world-record-holding Olympic champion and international sports icon in track and field following her successes in the 1956 and 1960 Olympic Games.",https://en.wikipedia.org/wiki/Wilma_Rudolph
"Get mad, then get over it.",Colin Powell,"Life, Moving On, Wise ","Colin Luther Powell (; born April 5, 1937) is an American statesman and a retired four-star general in the United States Army.",https://en.wikipedia.org/wiki/Colin_Powell
I never learn anything talking. I only learn things when I ask questions.,Lou Holtz,"Inspirational, Volleyball, Football ","Louis Leo Holtz (born January 6, 1937) is a former American football player, coach, and analyst. He served as the head football coach at The College of William & Mary (1969–1971), North Carolina State University (1972–1975), the New York Jets (1976), the University of Arkansas (1977–1983), the University of Minnesota (1984–1985), the University of Notre Dame (1986–1996), and the University of South Carolina (1999–2004), compiling a career record of 249–132–7. Holtz's 1988 Notre Dame team went 12–0 with a victory in the Fiesta Bowl and was the consensus national champion.",https://en.wikipedia.org/wiki/Lou_Holtz
"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.",Marcus Aurelius,"Truth, Intelligent, Greatness ","Marcus Aurelius ( or ; Latin: Marcus Aurelius Antoninus Augustus; 26 April 121 – 17 March 180), called the Philosopher, was Roman emperor from 161 to 180. He ruled the Roman Empire with his adoptive brother, Lucius Verus, until Lucius' death in 169. He was the last of the rulers traditionally known as the Five Good Emperors.",https://en.wikipedia.org/wiki/Marcus_Aurelius
Everything that is really great and inspiring is created by the individual who can labor in freedom.,Albert Einstein,"Motivational, Education, Freedom ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
"Let our New Year's resolution be this: we will be there for one another as fellow members of humanity, in the finest sense of the word.",Goran Persson,"Inspirational, New Year, Time ",,https://en.wikipedia.org/wiki/Goran_Persson
"Never lose sight of the fact that the most important yardstick of your success will be how you treat other people - your family, friends, and coworkers, and even strangers you meet along the way.",Barbara Bush,"Success, Congratulations, Teaching ","Barbara Bush (née Pierce; June 8, 1925 – April 17, 2018) was the First Lady of the United States from 1989 to 1993 as the wife of George H. W.",https://en.wikipedia.org/wiki/Barbara_Bush
Faith is taking the first step even when you don't see the whole staircase.,"Martin Luther King, Jr.","Inspirational, Motivational, Change ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
"Life isn't a matter of milestones, but of moments.",Rose Kennedy,"Inspirational, Life, Change ","Rose Elizabeth Fitzgerald Kennedy, Countess Kennedy (July 22, 1890 – January 22, 1995) was an American philanthropist, socialite, and the matriarch of the Kennedy family.",https://en.wikipedia.org/wiki/Rose_Kennedy
"Whatever you want to do, do it now. There are only so many tomorrows.",Michael Landon,"Motivational, Positive, Death ","Michael Landon (born Eugene Maurice Orowitz; October 31, 1936 – July 1, 1991) was an American actor, writer, director, and producer.",https://en.wikipedia.org/wiki/Michael_Landon
be yourself- not your idea of what you think somebody else's idea of yourself should be.,Henry David Thoreau,"Inspirational, Being Yourself, Real ","Henry David Thoreau (see name pronunciation; July 12, 1817 – May 6, 1862) was an American essayist, poet, philosopher, abolitionist, naturalist, tax resister, development critic, surveyor, and historian.",https://en.wikipedia.org/wiki/Henry_David_Thoreau
"Potentially, a government is the most dangerous threat to man's rights: it holds a legal monopoly on the use of physical force against legally disarmed victims.",Ayn Rand,"Men, Rights, Use ","Ayn Rand (; born Alisa Zinovyevna Rosenbaum; February 2 [O.S. January 20] 1905 – March 6, 1982) was a Russian-American writer and philosopher.",https://en.wikipedia.org/wiki/Ayn_Rand
"If music be the food of love, play on, Give me excess of it; that surfeiting, The appetite may sicken, and so die.",William Shakespeare,"Music, Food, Unrequited Love ","William Shakespeare (bapt. 26 April 1564 – 23 April 1616) was an English poet, playwright and actor, widely regarded as the greatest writer in the English language and the world's greatest dramatist.",https://en.wikipedia.org/wiki/William_Shakespeare
The time is always right to do what is right.,"Martin Luther King, Jr.","Inspirational, Positive, Inspiring ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
"Throughout life people will make you mad, disrespect you and treat you bad. Let God deal with the things they do, cause hate in your heart will consume you too.",Will Smith,"Forgiveness, Jealousy, Hater ","Willard Carroll  Smith II  (born September 25, 1968) is an American actor and rapper. In April 2007, Newsweek called him ""the most powerful actor in Hollywood"".",https://en.wikipedia.org/wiki/Will_Smith
Eighty percent of success is showing up.,Woody Allen,"Inspirational, Positive, Inspiring ","Heywood ""Woody"" Allen  (born Allan Stewart Konigsberg; December 1, 1935) is an American director, writer, actor, and comedian whose career spans more than six decades.",https://en.wikipedia.org/wiki/Woody_Allen
Our dilemma is that we hate change and love it at the same time; what we really want is for things to remain the same but get better.,Sydney J. Harris,"Love, Funny, Change ","Sydney J. Harris (September 14, 1917 – December 7, 1986) was an American journalist for the Chicago Daily News and, later, the Chicago Sun-Times.",https://en.wikipedia.org/wiki/Sydney_J._Harris
"If you believe you can, you probably can. If you believe you won't, you most assuredly won't.Belief is the ignition switch that gets you off the launching pad.",Denis Waitley,"Positive, Confidence, Buddhist ","Denis E. Waitley (born 1933), is an American motivational speaker, writer and consultant. He has been recognized as the best-selling author of the audio series, The Psychology of Winning and books such as ""Seeds of Greatness"" and ""The Winner's Edge"".",https://en.wikipedia.org/wiki/Denis_Waitley
"Marriage: If you want something to last forever, you treat it differently. You shield it and protect it. You never abuse it. You don't expose it to the elements. You don't make it common or ordinary. If it ever becomes tarnished, you lovingly polish it until it gleams like new. It becomes special because you have made it so, and it grows more beautiful and precious as time goes by.",F. Burton Howard,"Love, Family, Marriage ",,
It's easy to make a buck. It's a lot tougher to make a difference.,Tom Brokaw,"Inspirational, Appreciation, Motivation ","Thomas John Brokaw (; born February 6, 1940) is an American television journalist and author, best known for being the anchor and managing editor of NBC Nightly News for 22 years (1982–2004).",https://en.wikipedia.org/wiki/Tom_Brokaw
A hero is an ordinary individual who finds the strength to persevere and endure in spite of overwhelming obstacles.,Christopher Reeve,"Inspirational, Motivational, Strength ","Christopher D'Olier Reeve (September 25, 1952 – October 10, 2004) was an American actor best known for his motion picture portrayal of the classic DC comic book superhero Superman, beginning with the acclaimed Superman (1978), for which he won a BAFTA Award.",https://en.wikipedia.org/wiki/Christopher_Reeve
"Ever since I was a child I have had this instinctive urge for expansion and growth. To me, the function and duty of a quality human being is the sincere and honest development of one's potential.",Bruce Lee,"Children, Greatness, Organization ","Lee Jun-fan (Chinese: 李振藩; November 27, 1940 – July 20, 1973), known professionally as Bruce Lee (Chinese: 李小龍), was a Hong Kong-American actor, director, martial artist, martial arts instructor, and philosopher.",https://en.wikipedia.org/wiki/Bruce_Lee
"If you focus on results, you will never change. If you focus on change, you will get results.",Jack Dixon,"Motivational, Change, Basketball ",Jack Dixon (born 13 December 1994) is a Welsh rugby union player who plays for Dragons regional team having previously played for Bedwas RFC and Newport RFC.,https://en.wikipedia.org/wiki/Jack_Dixon
To find joy in work is to discover the fountain of youth.,Pearl S. Buck,"Inspirational, Monday, Work ","Pearl Sydenstricker Buck (June 26, 1892 – March 6, 1973; also known by her Chinese name Sai Zhenzhu; Chinese: 賽珍珠) was an American writer and novelist.",https://en.wikipedia.org/wiki/Pearl_S._Buck
"Expect great things from God, attempt great things for God.",William Carey,"Christian, Spiritual, Religion ",William or Bill Carey may refer to:,https://en.wikipedia.org/wiki/William_Carey
Education is what remains after one has forgotten what one has learned in school.,Albert Einstein,"Inspirational, Education, Learning ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
The greatest day in your life and mine is when we take total responsibility for our attitudes. That's the day we truly grow up.,John C. Maxwell,"Inspirational, Spiritual, Growing Up ","John Calvin Maxwell (born 1947) is an American author, speaker, and pastor who has written many books, primarily focusing on leadership.",https://en.wikipedia.org/wiki/John_C._Maxwell
"I mean, if the relationship can't survive the long term, why on earth would it be worth my time and energy for the short term?",Nicholas Sparks,"Relationship, Mean, Long ","Nicholas Charles Sparks (born December 31, 1965) is an American romance novelist and screenwriter. He has published twenty novels and two non-fiction books.",https://en.wikipedia.org/wiki/Nicholas_Sparks
"Your time is limited, so don't waste it living someone else's life.",Steve Jobs,"Inspirational, Life, Motivational ","Steven Paul Jobs (; February 24, 1955 – October 5, 2011) was an American business magnate and investor.",https://en.wikipedia.org/wiki/Steve_Jobs
Hating people is like burning down your own house to get rid of a rat.,Harry Emerson Fosdick,"Inspirational, Funny, Sad ","Harry Emerson Fosdick (May 24, 1878 – October 5, 1969) was an American pastor.  Fosdick became a central figure in the ""Fundamentalist–Modernist Controversy"" within American Protestantism in the 1920s and 1930s and was one of the most prominent liberal ministers of the early 20th century.",https://en.wikipedia.org/wiki/Harry_Emerson_Fosdick
"Trust yourself. Create the kind of self that you will be happy to live with all your life. Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.",Golda Meir,"Motivational, Happiness, Happy ","Golda Meir (Hebrew: גּוֹלְדָּה מֵאִיר‬; pronounced [ˈɡolda meˈʔiʁ], born Golda Mabovitch, May 3, 1898 – December 8, 1978) was an Israeli teacher, kibbutznik, stateswoman, politician and the fourth prime minister of Israel.",https://en.wikipedia.org/wiki/Golda_Meir
"If I take care of my character, my reputation will take care of me.",Dwight L. Moody,"Leadership, Character, Care ","Dwight Lyman Moody (February 5, 1837 – December 22, 1899), also known as D. L. Moody, was an American evangelist and publisher connected with the Holiness Movement, who founded the Moody Church, Northfield School and Mount Hermon School in Massachusetts (now Northfield Mount Hermon School), Moody Bible Institute and Moody Publishers.",https://en.wikipedia.org/wiki/Dwight_L._Moody
Success is a lousy teacher. It seduces smart people into thinking they can't lose.,Bill Gates,"Inspirational, Success, Teacher ","William Henry Gates III  (born October 28, 1955) is an American business magnate, investor, author, philanthropist, and humanitarian.",https://en.wikipedia.org/wiki/Bill_Gates
The privilege of a lifetime is being who you are.,Joseph Campbell,"Inspirational, Being Yourself, Appreciation ",Joseph John Campbell (1904–1987) was an American Professor of Literature at Sarah Lawrence College who worked in comparative mythology and comparative religion.,https://en.wikipedia.org/wiki/Joseph_Campbell
"A good friend is a connection to life - a tie to the past, a road to the future, the key to sanity in a totally insane world.",Lois Wyse,"Life, Friendship, Best Friend ","Lois Wyse (October 30, 1926 – July 6, 2007) was an American advertising executive, author and columnist.",https://en.wikipedia.org/wiki/Lois_Wyse
Speak when you are angry and you will make the best speech you will ever regret.,Ambrose Bierce,"Inspirational, Cute, Sad ","Ambrose Gwinnett Bierce (June 24, 1842 – circa 1914) was an American short story writer, journalist, poet, and Civil War veteran.",https://en.wikipedia.org/wiki/Ambrose_Bierce
Life can only be understood backwards; but it must be lived forwards.,Soren Kierkegaard,"Love, Life, Positive ",,https://en.wikipedia.org/wiki/Soren_kierkegaard
Neither a wise man nor a brave man lies down on the tracks of history to wait for the train of the future to run over him.,Dwight D. Eisenhower,"Life, Change, Wise ","Dwight David ""Ike"" Eisenhower ( EYE-zən-how-ər; October 14, 1890 – March 28, 1969) was an American army general and statesman who served as the 34th president of the United States from 1953 to 1961. During World War II, he was a five-star general in the United States Army and served as supreme commander of the Allied Expeditionary Forces in Europe.",https://en.wikipedia.org/wiki/Dwight_D._Eisenhower
Courage is grace under pressure.,Ernest Hemingway,"Inspirational, Positive, Courage ","Ernest Miller Hemingway (July 21, 1899 – July 2, 1961) was an American journalist, novelist, and short-story writer.",https://en.wikipedia.org/wiki/Ernest_Hemingway
Dream and give yourself permission to envision a You that you choose to be.,Joy Page,"Dream, Giving, Permission ","Joy Page (November 9, 1924 – April 18, 2008) was an American actress best known for her role as the Bulgarian refugee Annina Brandel in Casablanca (1942).",https://en.wikipedia.org/wiki/Joy_Page
"Anybody can become angry - that is easy, but to be angry with the right person and to the right degree and at the right time and for the right purpose, and in the right way - that is not within everybody's power and is not easy.",Aristotle,"Life, Success, Wisdom ","Aristotle (;Greek: Ἀριστοτέλης Aristotélēs,pronounced [ aristotélɛːs ]; 384–322 BC) was an ancient Greek philosopher and scientist born in the city of Stagira, Chalkidiki, Greece.",https://en.wikipedia.org/wiki/Aristotle
"Live out of your imagination, not your history.",Stephen Covey,"Inspirational, Motivational, Courage ","Stephen Richards Covey (October 24, 1932 – July 16, 2012) was an American educator, author, businessman, and keynote speaker.",https://en.wikipedia.org/wiki/Stephen_Covey
Trust yourself. Create the kind of self that you will be happy to live with all your life.,Golda Meir,"Inspirational, Life, Change ","Golda Meir (Hebrew: גּוֹלְדָּה מֵאִיר‬; pronounced [ˈɡolda meˈʔiʁ], born Golda Mabovitch, May 3, 1898 – December 8, 1978) was an Israeli teacher, kibbutznik, stateswoman, politician and the fourth prime minister of Israel.",https://en.wikipedia.org/wiki/Golda_Meir
Talent hits a target no one else can hit; Genius hits a target no one else can see.,Arthur Schopenhauer,"Inspirational, Life, Beautiful ",Arthur Schopenhauer ( SHOH-pən-how-ər; German: [ˈʔaɐ̯tʊɐ̯ ˈʃoːpm̩ˌhaʊ̯ɐ]; 22 February 1788 – 21 September 1860) was a German philosopher.,https://en.wikipedia.org/wiki/Arthur_Schopenhauer
Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world.,Lucille Ball,"Love, Inspirational, Relationship ","Lucille Désirée Ball (August 6, 1911 – April 26, 1989) was an American actress, comedian, model, entertainment studio executive and producer.",https://en.wikipedia.org/wiki/Lucille_Ball
Success is peace of mind which is a direct result of self-satisfaction in knowing you did your best to become the best you are capable of becoming.,John Wooden,"Inspirational, Motivational, Success ","John Robert Wooden (October 14, 1910 – June 4, 2010) was an American basketball player and head coach at the University of California, Los Angeles.",https://en.wikipedia.org/wiki/John_Wooden
"Great achievement is usually born of great sacrifice, and is never the result of selfishness.",Napoleon Hill,"Love, Inspirational, Family ","Oliver Napoleon Hill (born October 26, 1883 – November 8, 1970) was an American self-help author. He is known best for his book Think and Grow Rich (1937) which is among the 10 best selling self-help books of all time.",https://en.wikipedia.org/wiki/Napoleon_Hill
"The connections between and among women are the most feared, the most problematic, and the most potentially transforming force on the planet.",Adrienne Rich,"Inspirational, Motivational, Feminist ","Adrienne Cecile Rich (; May 16, 1929 – March 27, 2012) was an American poet, essayist and feminist. She was called ""one of the most widely read and influential poets of the second half of the 20th century"", and was credited with bringing ""the oppression of women and lesbians to the forefront of poetic discourse.""Her first collection of poetry, A Change of World, was selected by renowned poet W. H.",https://en.wikipedia.org/wiki/Adrienne_Rich
There are only two options regarding commitment; you’re either in or you’re out.,Pat Riley,"Inspirational, Basketball, Sports ","Patrick James Riley (born March 20, 1945) is an American professional basketball executive, and a former coach and player in the National Basketball Association (NBA).",https://en.wikipedia.org/wiki/Pat_Riley
"Being ignorant is not so much a shame, as being unwilling to learn.",Benjamin Franklin,"Inspirational, Learning, Ignorance ","Benjamin Franklin  (January 17, 1706 [O.S. January 6, 1705] –  April 17, 1790) was an American polymath and one of the Founding Fathers of the United States.",https://en.wikipedia.org/wiki/Benjamin_Franklin
"Above all, be the heroine of your life, not the victim.",Nora Ephron,"Life, Inspiring, Encouraging ","Nora Ephron ( EF-rən; May 19, 1941 – June 26, 2012) was an American journalist, writer, and filmmaker.",https://en.wikipedia.org/wiki/Nora_Ephron
Don't let the fear of striking out hold you back.,Babe Ruth,"Success, Baseball, Fear ","George Herman ""Babe"" Ruth Jr. (February 6, 1895 – August 16, 1948) was an American professional baseball player whose career in Major League Baseball (MLB) spanned 22 seasons, from 1914 through 1935. Nicknamed ""The Bambino"" and ""The Sultan of Swat"", he began his MLB career as a stellar left-handed pitcher for the Boston Red Sox, but achieved his greatest fame as a slugging outfielder for the New York Yankees.",https://en.wikipedia.org/wiki/Babe_Ruth
"The entrepreneur always searches for change, responds to it, and exploits it as an opportunity.",Peter Drucker,"Inspirational, Motivational, Business ","Peter Ferdinand Drucker (; German: [ˈdʀʊkɐ]; November 19, 1909 – November 11, 2005) was an Austrian-born American management consultant, educator, and author, whose writings contributed to the philosophical and practical foundations of the modern business corporation.",https://en.wikipedia.org/wiki/Peter_Drucker
"Even if you're on the right track, you'll get run over if you just sit there.",Will Rogers,"Inspirational, Funny, Life ","William Penn Adair Rogers (November 4, 1879 – August 15, 1935) was an American stage and motion picture actor, vaudeville performer, American cowboy, humorist, newspaper columnist, and social commentator from Oklahoma.",https://en.wikipedia.org/wiki/Will_Rogers
"If you spend your whole life waiting for the storm, you'll never enjoy the sunshine.",Morris West,"Happiness, Summer, Christian ","Morris Langlo West AO (26 April 1916 – 9 October 1999) was an Australian novelist and playwright, best known for his novels The Devil's Advocate (1959), The Shoes of the Fisherman (1963) and The Clowns of God (1981).",https://en.wikipedia.org/wiki/Morris_West
"If you want your children to improve, let them overhear the nice things you say about them to others.",Haim Ginott,"Children, Nice, Self Esteem ","Haim G. Ginott (originally Ginzburg; 5 August 1922 – 4 November 1973) was a school teacher, a child psychologist and psychotherapist and a parent educator.",https://en.wikipedia.org/wiki/Haim_Ginott
"Start where you are, use what you have.",Arthur Ashe,"Inspirational, Motivational, Positive ","Arthur Robert Ashe Jr. (July 10, 1943 – February 6, 1993) was an American professional tennis player who won three Grand Slam titles.",https://en.wikipedia.org/wiki/Arthur_Ashe
"Your success and happiness lies in you. Resolve to keep happy, and your joy and you shall form an invincible host against difficulties.",Helen Keller,"Inspirational, Life, Motivational ","Helen Adams Keller (June 27, 1880 – June 1, 1968) was an American author, political activist, and lecturer.",https://en.wikipedia.org/wiki/Helen_Keller
Many marriages would be better if the husband and the wife clearly understood that they are on the same side.,Zig Ziglar,"Inspirational, Funny, Life ","Hilary Hinton ""Zig"" Ziglar (November 6, 1926 – November 28, 2012) was an American author, salesman, and motivational speaker.",https://en.wikipedia.org/wiki/Zig_Ziglar
Think of all the beauty still left around you and be happy.,Anne Frank,"Inspirational, Life, Positive ",Annelies Marie Frank (German: [anəliːs maˈʁiː ˈʔanə ˈfʁaŋk]; Dutch: [ɑnəˈlis maːˈri ˈʔɑnə ˈfrɑŋk]; 12 June 1929 – February or March 1945) was a German-born Jewish diarist.,https://en.wikipedia.org/wiki/Anne_Frank
"Success is a state of mind. If you want success, start thinking of yourself as a success.",Joyce Brothers,"Positive, Success, Determination ","Joyce Diane Brothers (née Bauer; October 20, 1927 – May 13, 2013) was an American psychologist, television personality and columnist, who wrote a daily newspaper advice column from 1960 to 2013. In 1955, she became the only woman ever to win the top prize on the American game show The $64,000 Question, answering questions on the topic of boxing, which was suggested as a stunt by the show's producers.",https://en.wikipedia.org/wiki/Joyce_Brothers
You must either modify your dreams or magnify your skills,Jim Rohn,"Motivational, Success, Dream ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
It's difficult to think anything but pleasant thoughts while eating a homegrown tomato.,Lewis Grizzard,"Summer, Food, Garden ","Lewis McDonald Grizzard Jr. (October 20, 1946 – March 20, 1994) was an American writer and humorist, known for his Southern demeanor and commentary on the American South.",https://en.wikipedia.org/wiki/Lewis_Grizzard
I would rather have a mind opened by wonder than one closed by belief.,Gerry Spence,"Life, Faith, Religious ","Gerald Leonard ""Gerry"" Spence (born January 8, 1929) is a semi-retired American trial lawyer. He is a member of the American Trial Lawyers Hall of Fame.",https://en.wikipedia.org/wiki/Gerry_Spence
I knew what my job was; it was to go out and meet the people and love them.,Princess Diana,"Jobs, Women, Princess ",,https://en.wikipedia.org/wiki/Princess_diana
"If you look the right way, you can see that the whole world is a garden.",Frances Hodgson Burnett,"Cheer Up, Positive Attitude, Garden ",Frances Eliza Hodgson Burnett (24 November 1849 – 29 October 1924) was a British-born American novelist and playwright.,https://en.wikipedia.org/wiki/Frances_Hodgson_Burnett
To hell with circumstances; I create opportunities.,Bruce Lee,"Motivation, Don't Give Up, Positivity ","Lee Jun-fan (Chinese: 李振藩; November 27, 1940 – July 20, 1973), known professionally as Bruce Lee (Chinese: 李小龍), was a Hong Kong-American actor, director, martial artist, martial arts instructor, and philosopher.",https://en.wikipedia.org/wiki/Bruce_Lee
"We make a living by what we get, but we make a life by what we give.",Winston Churchill,"Love, Inspirational, Life ","Sir Winston Leonard Spencer-Churchill  (30 November 1874 – 24 January 1965) was a British politician, army officer, and writer, who was Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955. As Prime Minister, Churchill led Britain to victory in Europe in the Second World War.",https://en.wikipedia.org/wiki/Winston_Churchill
