Quote,Author,Tags,Authors_info,Wikipedia_link
Music was my refuge. I could crawl into the space between the notes and curl my back to loneliness.,Maya Angelou,"Inspirational, Music, Lonely ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
The only place success comes before work is in the dictionary.,Vince Lombardi,"Inspirational, Funny, Life ","Vincent Thomas Lombardi (June 11, 1913 – September 3, 1970) was an American football player, coach, and executive in the National Football League (NFL).",https://en.wikipedia.org/wiki/Vince_Lombardi
The greatest enemy to human souls is the self-righteous spirit which makes men look to themselves for salvation.,Charles Spurgeon,"Men, Self, Soul ","Charles Haddon Spurgeon (19 June 1834 – 31 January 1892) was an English Particular Baptist preacher. Spurgeon remains highly influential among Christians of various denominations, among whom he is known as the ""Prince of Preachers"".",https://en.wikipedia.org/wiki/Charles_Spurgeon
My religion is very simple. My religion is kindness.,Dalai Lama,"Inspirational, Success, God ","Dalai Lama (UK: , US: ; Standard Tibetan: ཏཱ་ལའི་བླ་མ་, Tā la'i bla ma [táːlɛː láma]) is a title given by the Tibetan people for the foremost spiritual leader of the Gelug or ""Yellow Hat"" school of Tibetan Buddhism, the newest of the classical schools of Tibetan Buddhism.",https://en.wikipedia.org/wiki/Dalai_Lama
"With God in charge, I believe everything will work out for the best in the end.",Henry Ford,"Trust, God, Confidence ","Henry Ford (July 30, 1863 – April 7, 1947) was an American captain of industry and a business magnate, the founder of the Ford Motor Company, and the sponsor of the development of the assembly line technique of mass production.",https://en.wikipedia.org/wiki/Henry_Ford
"The Marines I have seen around the world have the cleanest bodies, the filthiest minds, the highest morale, and the lowest morals of any group of animals I have ever seen. Thank God for the United States Marine Corps!",Eleanor Roosevelt,"Thank You, Military, Marine ","Anna Eleanor Roosevelt (; October 11, 1884 – November 7, 1962) was an American political figure, diplomat and activist.",https://en.wikipedia.org/wiki/Eleanor_Roosevelt
Tolerance implies no lack of commitment to one's own beliefs. Rather it condemns the oppression or persecution of others.,John F. Kennedy,"Motivational, Commitment, Tolerance ","John Fitzgerald ""Jack"" Kennedy (May 29, 1917 – November 22, 1963), commonly referred to by his initials JFK, was an American politician and journalist who served as the 35th president of the United States from January 1961 until his assassination in November 1963. He served at the height of the Cold War, and the majority of his presidency dealt with managing relations with the Soviet Union.",https://en.wikipedia.org/wiki/John_F._Kennedy
"We can't help everyone, but everyone can help someone.",Ronald Reagan,"Inspirational, Motivational, Inspiring ","Ronald Wilson Reagan (; February 6, 1911 – June 5, 2004) was an American politician who served as the 40th president of the United States from 1981 to 1989. Prior to his presidency, he was a Hollywood actor and union leader before serving as the 33rd governor of California from 1967 to 1975.",https://en.wikipedia.org/wiki/Ronald_Reagan
"Luck is predictable; the harder you work, the luckier you get.",Brian Tracy,"Motivational, Perseverance, Work ","Brian Tracy (born January 5, 1944) is a Canadian-American motivational public speaker and self-development author.",https://en.wikipedia.org/wiki/Brian_Tracy
Worry does not empty tomorrow of its sorrow. It empties today of its strength.,Corrie Ten Boom,"Inspirational, Life, Motivational ","Cornelia Arnolda Johanna ""Corrie"" ten Boom (15 April 1892 – 15 April 1983) was a Dutch watchmaker and later a writer who worked with her father Casper ten Boom and other family members to help many Jews escape the Nazi Holocaust during World War II by hiding them in her home.",https://en.wikipedia.org/wiki/Corrie_ten_Boom
A successful man is one who can lay a firm foundation with the bricks others have thrown at him.,David Brinkley,"Inspirational, Motivational, Positive ","David McClure Brinkley (July 10, 1920 – June 11, 2003) was an American newscaster for NBC and ABC in a career lasting from 1943 to 1997.",https://en.wikipedia.org/wiki/David_Brinkley
Beware of false knowledge; it is more dangerous than ignorance.,George Bernard Shaw,"Ignorance, Knowledge, Hunting ","George Bernard Shaw (26 July 1856 –  2 November 1950), known at his insistence simply as Bernard Shaw, was an Irish playwright, critic, polemicist and political activist.",https://en.wikipedia.org/wiki/George_Bernard_Shaw
There is no substitute for hard work.,Thomas A. Edison,"Motivational, Perseverance, Morning ",,https://en.wikipedia.org/wiki/Thomas_A._Edison
"When you have a dream, you've got to grab it and never let go.",Carol Burnett,"Inspirational, Success, Letting Go ","Carol Creighton Burnett (born April 26, 1933) is an American actress, comedian, singer and writer, whose career spans seven decades of television.",https://en.wikipedia.org/wiki/Carol_Burnett
"He is happiest, be he king or peasant, who finds peace in his home.",Johann Wolfgang von Goethe,"Happiness, Being Happy, Peace ","Johann Wolfgang von Goethe (, German: [ˈjoːhan ˈvɔlfɡaŋ fɔn ˈɡøːtə] (listen); 28 August 1749 – 22 March 1832) was a German writer and statesman.",https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe
Whoever said the pen is mightier than the sword obviously never encountered automatic weapons.,Douglas MacArthur,"Military, Army, Warfare ",Douglas MacArthur (26 January 1880 – 5 April 1964) was an American five-star general and Field Marshal of the Philippine Army.,https://en.wikipedia.org/wiki/Douglas_MacArthur
The size of your success is measured by the strength of your desire; the size of your dream; and how you handle disappointment along the way.,Robert Kiyosaki,"Strength, Inspiring, Dream ","Robert Toru Kiyosaki (清崎 徹, Kiyosaki Tooru, born April 8, 1947) is an American businessman and author.",https://en.wikipedia.org/wiki/Robert_Kiyosaki
The greatest discovery of all time is that a person can change his future by merely changing his attitude.,Oprah Winfrey,"Inspirational, Change, Positive ","Oprah Winfrey (born  Orpah Gail Winfrey; January 29, 1954) is an American media executive, actress, talk show host, television producer and philanthropist.",https://en.wikipedia.org/wiki/Oprah_Winfrey
The dog is a gentleman; I hope to go to his heaven not man's.,Mark Twain,"Dog, Men, Animal ","Samuel Langhorne Clemens (November 30, 1835 – April 21, 1910), better known by his pen name Mark Twain, was an American writer, humorist, entrepreneur, publisher, and lecturer.",https://en.wikipedia.org/wiki/Mark_Twain
I can be changed by what happens to me. But I refuse to be reduced by it.,Maya Angelou,"Inspirational, Motivational, Change ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
Don't judge each day by the harvest you reap but by the seeds that you plant.,Robert Louis Stevenson,"Inspirational, Life, Motivational ","Robert Louis Stevenson (13 November 1850 – 3 December 1894) was a Scottish novelist and travel writer, most noted for Treasure Island, Kidnapped, Strange Case of Dr Jekyll and Mr Hyde, and A Child's Garden of Verses.",https://en.wikipedia.org/wiki/Robert_Louis_Stevenson
"If you can't make it good, at least make it look good.",Bill Gates,"Inspirational, Money, Business ","William Henry Gates III  (born October 28, 1955) is an American business magnate, investor, author, philanthropist, and humanitarian.",https://en.wikipedia.org/wiki/Bill_Gates
"To acquire knowledge, one must study; but to acquire wisdom, one must observe.",Marilyn vos Savant,"Inspirational, Leadership, Wise ","Marilyn vos Savant (; born 1946) is an American magazine columnist, author, lecturer, and playwright. She was listed as having the highest recorded intelligence quotient (IQ) in the Guinness Book of Records, a competitive category the publication has since retired.",https://en.wikipedia.org/wiki/Marilyn_vos_Savant
Love begins by taking care of the closest ones - the ones at home.,Mother Teresa,"Love, Marriage, Home ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
"No person is your friend who demands your silence, or denies your right to grow.",Alice Walker,"Friendship, Fake Friends, Memorable ","Alice Walker (born February 9, 1944) is an American novelist, short story writer, poet, and activist. She wrote the novel The Color Purple (1982), for which she won the National Book Award for hardcover fiction, and the Pulitzer Prize for Fiction.",https://en.wikipedia.org/wiki/Alice_Walker
Winning takes talent; to repeat takes character.,John Wooden,"Basketball, Motivational Sports, Character ","John Robert Wooden (October 14, 1910 – June 4, 2010) was an American basketball player and head coach at the University of California, Los Angeles.",https://en.wikipedia.org/wiki/John_Wooden
All great change in America begins at the dinner table.,Ronald Reagan,"Change, America, Presidential ","Ronald Wilson Reagan (; February 6, 1911 – June 5, 2004) was an American politician who served as the 40th president of the United States from 1981 to 1989. Prior to his presidency, he was a Hollywood actor and union leader before serving as the 33rd governor of California from 1967 to 1975.",https://en.wikipedia.org/wiki/Ronald_Reagan
Our death is not an end if we can live on in our children and the younger generation. For they are us; our bodies are only wilted leaves on the tree of life.,Albert Einstein,"Life, Death, Wisdom ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
"You are always a student, never a master. You have to keep moving forward.",Conrad Hall,"Inspirational, Education, Moving ","Conrad ""Connie"" Lafcadio Hall, ASC (June 21, 1926 – January 4, 2003) was an American cinematographer from Papeete, Tahiti, French Polynesia.",https://en.wikipedia.org/wiki/Conrad_Hall
"That's the real trouble with the world, too many people grow up.",Walt Disney,"Inspirational, Children, Growing Up ","The Walt Disney World Resort, also called Walt Disney World and Disney World, is an entertainment complex in Bay Lake and Lake Buena Vista, Florida, in the United States, near the cities Orlando and Kissimmee.",https://en.wikipedia.org/wiki/Walt_Disney_World
"Humility is not thinking less of yourself, it's thinking of yourself less.",C. S. Lewis,"Inspirational, Inspiring, Christian ","Clive Staples Lewis (29 November 1898 – 22 November 1963) was a British writer and lay theologian. He held academic positions in English literature at both Oxford University (Magdalen College, 1925–1954) and Cambridge University (Magdalene College, 1954–1963).",https://en.wikipedia.org/wiki/C._S._Lewis
"If we want to find safe alternatives to obstetrics, we must rediscover midwifery. To rediscover midwifery is the same as giving back childbirth to women. And imagine the future if surgical teams were at the service of the midwives and the women instead of controlling them.",Michel Odent,"Inspiring, Children, Team ",Michel Odent is a French obstetrician and childbirth specialist.,https://en.wikipedia.org/wiki/Michel_Odent
"Women are made to be loved, not understood.",Oscar Wilde,"Love, Funny, Sarcastic ",Oscar Fingal O'Flahertie Wills Wilde (16 October 1854 – 30 November 1900) was an Irish poet and playwright.,https://en.wikipedia.org/wiki/Oscar_Wilde
Don't wait. The time will never be just right.,Napoleon Hill,"Inspirational, Motivational, Change ","Oliver Napoleon Hill (born October 26, 1883 – November 8, 1970) was an American self-help author. He is known best for his book Think and Grow Rich (1937) which is among the 10 best selling self-help books of all time.",https://en.wikipedia.org/wiki/Napoleon_Hill
Real loss is only possible when you love something more than you love yourself.,Robin Williams,"Death, Philosophy, Real ","Robin McLaurin Williams (July 21, 1951 – August 11, 2014) was an American actor and comedian. Born in Chicago, Williams began performing stand-up comedy in San Francisco and Los Angeles in the mid-1970s, and is credited with leading San Francisco's comedy renaissance.",https://en.wikipedia.org/wiki/Robin_Williams
One of the greatest diseases is to be nobody to anybody.,Mother Teresa,"Inspirational, Relationship, Inspiring ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
When a woman becomes her own best friend life is easier.,Diane von Furstenberg,"Life, Friendship, Best Friend ","Diane von Fürstenberg, formerly Princess Diane of Fürstenberg (German: Diane Prinzessin zu Fürstenberg; born Diane Simone Michelle Halfin; December 31, 1946) is a Belgian fashion designer best known for her wrap dress.",https://en.wikipedia.org/wiki/Diane_von_F%C3%BCrstenberg
Opportunity is missed by most people because it is dressed in overalls and looks like work.,Thomas A. Edison,"Funny, Life, Motivational ",,https://en.wikipedia.org/wiki/Thomas_A._Edison
"A mother's love for her child is like nothing else in the world. It knows no law, no pity, it dares all things and crushes down remorselessly all that stands in its path.",Agatha Christie,"Love, Birthday, Family ","Dame Agatha Mary Clarissa Christie, Lady Mallowan,  (née Miller; 15 September 1890 – 12 January 1976) was an English writer.",https://en.wikipedia.org/wiki/Agatha_Christie
Children learn more from what you are than what you teach.,W. E. B. Du Bois,"Teacher, Peace, Children ","William Edward Burghardt Du Bois ( doo-BOYSS; February 23, 1868 – August 27, 1963) was an American sociologist, historian, civil rights activist, Pan-Africanist, author, writer and editor.",https://en.wikipedia.org/wiki/W._E._B._Du_Bois
One of the most tragic things I know about human nature is that all of us tend to put off living. We are all dreaming of some magical rose garden over the horizon instead of enjoying the roses that are blooming outside our windows today.,Dale Carnegie,"Inspirational, Life, Motivational ","Dale Harbison Carnegie (; spelled Carnagey until c. 1922; November 24, 1888 – November 1, 1955) was an American writer and lecturer, and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills.",https://en.wikipedia.org/wiki/Dale_Carnegie
"Optimism is a happiness magnet. If you stay positive, good things and good people will be drawn to you.",Mary Lou Retton,"Inspirational, Life, Positive ","Mary Lou Retton (born January 24, 1968) is a retired American gymnast. At the 1984 Summer Olympics in Los Angeles, she won a gold medal in the individual all-around competition, as well as two silver medals and two bronze medals.",https://en.wikipedia.org/wiki/Mary_Lou_Retton
I'd rather attempt to do something great and fail than to attempt to do nothing and succeed.,Robert H. Schuller,"Motivational, Success, Encouragement ",,https://en.wikipedia.org/wiki/Robert_H._Schuller
"If your actions inspire others to dream more, learn more, do more and become more, you are a leader.",John Quincy Adams,"Inspirational, Life, Motivational ","John Quincy Adams ( (listen); July 11, 1767 – February 23, 1848) was an American statesman who served as the sixth president of the United States from 1825 to 1829. He served as the eighth United States secretary of state immediately before becoming president.",https://en.wikipedia.org/wiki/John_Quincy_Adams
Life isn't about finding yourself. Life is about creating yourself.,George Bernard Shaw,"Inspirational, Life, Motivational ","George Bernard Shaw (26 July 1856 –  2 November 1950), known at his insistence simply as Bernard Shaw, was an Irish playwright, critic, polemicist and political activist.",https://en.wikipedia.org/wiki/George_Bernard_Shaw
"Whatever you want in life, other people are going to want it too. Believe in yourself enough to accept the idea that you have an equal right to it.",Diane Sawyer,"Positive, Inspiring, Success ","Lila Diane Sawyer (; born December 22, 1945) is an American television journalist.",https://en.wikipedia.org/wiki/Diane_Sawyer
"Keep your dreams alive. Understand to achieve anything requires faith and belief in yourself, vision, hard work, determination, and dedication. Remember all things are possible for those who believe.",Gail Devers,"Motivational, Faith, Sports ","Yolanda Gail Devers ( DEE-vərz; born November 19, 1966) is an American retired track and field athlete.",https://en.wikipedia.org/wiki/Gail_Devers
"Even if I knew that tomorrow the world would go to pieces, I would still plant my apple tree.",Martin Luther,"Inspirational, Faith, Hope ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
"Disciplining yourself to do what you know is right and important, although difficult, is the highroad to pride, self-esteem, and personal satisfaction.",Margaret Thatcher,"Love, Inspirational, Motivational ","Margaret Hilda Thatcher, Baroness Thatcher,  (née Roberts; 13 October 1925 – 8 April 2013) was a British stateswoman who served as Prime Minister of the United Kingdom from 1979 to 1990 and Leader of the Conservative Party from 1975 to 1990. She was the longest-serving British prime minister of the 20th century and the first woman to hold that office.",https://en.wikipedia.org/wiki/Margaret_Thatcher
The only thing worse than being blind is having sight but no vision.,Helen Keller,"Inspirational, Women, Sight ","Helen Adams Keller (June 27, 1880 – June 1, 1968) was an American author, political activist, and lecturer.",https://en.wikipedia.org/wiki/Helen_Keller
All great achievements require time.,Maya Angelou,"Success, Encouraging, Patience ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
Discipline is the bridge between goals and accomplishment.,Jim Rohn,"Inspirational, Life, Motivational ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
"Don't find fault, find a remedy.",Henry Ford,"Inspirational, Motivational, Positive ","Henry Ford (July 30, 1863 – April 7, 1947) was an American captain of industry and a business magnate, the founder of the Ford Motor Company, and the sponsor of the development of the assembly line technique of mass production.",https://en.wikipedia.org/wiki/Henry_Ford
Friends and good manners will carry you where money won't go.,Margaret Walker,"Love, Inspirational, Friendship ","Margaret Walker (Margaret Abigail Walker Alexander by marriage; July 7, 1915 – November 30, 1998) was an American poet and writer.",https://en.wikipedia.org/wiki/Margaret_Walker
"If you want to make a permanent change, stop focusing on the size of your problems and start focusing on the size of you!",T. Harv Eker,"Inspirational, Change, Inspiring ","T. Harv Eker (born June 10, 1954) is an author, businessman and motivational speaker known for his theories on wealth and motivation.",https://en.wikipedia.org/wiki/T._Harv_Eker
"Cancer can take away all of my physical abilities. It cannot touch my mind, it cannot touch my heart, and it cannot touch my soul.",Jim Valvano,"Encouraging, Basketball, Uplifting ","James Thomas Anthony Valvano (March 10, 1946 – April 28, 1993), nicknamed Jimmy V, was an American college basketball player, coach, and broadcaster.Valvano had an excellent coaching career with multiple schools, most notably at North Carolina State University.",https://en.wikipedia.org/wiki/Jim_Valvano
"Strive not to be a success, but rather to be of value.",Albert Einstein,"Inspirational, Motivational, Positive ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
A day of worry is more exhausting than a week of work.,"John Lubbock, 1st Baron Avebury","Motivational, Happiness, Letting Go ","John Lubbock, 1st Baron Avebury, 4th Baronet,  (30 April 1834 – 28 May 1913), known as Sir John Lubbock, 4th Baronet from 1865 until 1900, was an English banker, Liberal politician, philanthropist, scientist and polymath.","https://en.wikipedia.org/wiki/John_Lubbock,_1st_Baron_Avebury"
I used to think the worst thing in life was to end up all alone. It's not. The worst thing in life is to end up with people who make you feel all alone.,Robin Williams,"Love, Life, Lonely ","Robin McLaurin Williams (July 21, 1951 – August 11, 2014) was an American actor and comedian. Born in Chicago, Williams began performing stand-up comedy in San Francisco and Los Angeles in the mid-1970s, and is credited with leading San Francisco's comedy renaissance.",https://en.wikipedia.org/wiki/Robin_Williams
"Build your own dreams, or someone else will hire you to build theirs.",Farrah Gray,"Inspirational, Motivational, Positive ","Farrah Gray (born Farrakhan Khalid Muhammad) is an American businessman, investor, author, columnist, and motivational speaker.",https://en.wikipedia.org/wiki/Farrah_Gray
"Intense love does not measure, it just gives.",Mother Teresa,"Love, Wisdom, Inspiration ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
Try to be a rainbow in someone's cloud.,Maya Angelou,"Inspirational, Relationship, Inspiring ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
Honesty is the first chapter in the book of wisdom.,Thomas Jefferson,"Inspirational, Positive, Wisdom ","Thomas Jefferson (April 13, [O.S. April 2] 1743 – July 4, 1826) was a statesman, diplomat, architect, and Founding Father who served as the third president of the United States from 1801 to 1809. Previously, he had been elected the second vice president of the United States, serving under John Adams from 1797 to 1801. The principal author of the Declaration of Independence, Jefferson was a proponent of democracy, republicanism, and individual rights motivating American colonists to break from the Kingdom of Great Britain and form a new nation; he produced formative documents and decisions at both the state and national level.",https://en.wikipedia.org/wiki/Thomas_Jefferson
"A failure is not always a mistake, it may simply be the best one can do under the circumstances. The real mistake is to stop trying.",B. F. Skinner,"Education, Perseverance, Giving Up ","Burrhus Frederic Skinner (March 20, 1904 – August 18, 1990), commonly known as B. F. Skinner, was an American psychologist, behaviorist, author, inventor, and social philosopher.",https://en.wikipedia.org/wiki/B._F._Skinner
"When one door closes, another opens; but we often look so long and so regretfully upon the closed door that we do not see the one which has opened for us.",Alexander Graham Bell,"Love, Inspirational, Life ","Alexander Graham Bell ('Graham' pronounced )  (March 3, 1847 – August 2, 1922) was a  Scottish-born scientist, inventor, engineer, and innovator who is credited with inventing and patenting the first practical telephone.",https://en.wikipedia.org/wiki/Alexander_Graham_Bell
All of our dreams can come true...,Walt Disney,"Inspirational, Dream, Children ","The Walt Disney World Resort, also called Walt Disney World and Disney World, is an entertainment complex in Bay Lake and Lake Buena Vista, Florida, in the United States, near the cities Orlando and Kissimmee.",https://en.wikipedia.org/wiki/Walt_Disney_World
Whatever we plant in our subconscious mind and nourish with repetition and emotion will one day become a reality.,Earl Nightingale,"Inspirational, Motivational, Positive ","Earl Nightingale (March 12, 1921 – March 25,",https://en.wikipedia.org/wiki/Earl_Nightingale
I have decided to stick with love. Hate is too great a burden to bear.,"Martin Luther King, Jr.","Love, Inspirational, Inspiring ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
"Success is not final, failure is not fatal: it is the courage to continue that counts.",Winston Churchill,"Inspirational, Motivational, Positive ","Sir Winston Leonard Spencer-Churchill  (30 November 1874 – 24 January 1965) was a British politician, army officer, and writer, who was Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955. As Prime Minister, Churchill led Britain to victory in Europe in the Second World War.",https://en.wikipedia.org/wiki/Winston_Churchill
Your most unhappy customers are your greatest source of learning.,Bill Gates,"Leadership, Business, Motivation ","William Henry Gates III  (born October 28, 1955) is an American business magnate, investor, author, philanthropist, and humanitarian.",https://en.wikipedia.org/wiki/Bill_Gates
"If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.",Albert Einstein,"Inspirational, Music, Spiritual ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
Never do anything against conscience even if the state demands it.,Albert Einstein,"Love, Life, God ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.",Albert Schweitzer,"Love, Inspirational, Motivational ","Albert Schweitzer, OM (14 January 1875 – 4 September 1965) was an Alsatian theologian, organist, writer, humanitarian, philosopher, and physician.",https://en.wikipedia.org/wiki/Albert_Schweitzer
Coming together is a beginning; keeping together is progress; working together is success.,Henry Ford,"Inspirational, Success, Leadership ","Henry Ford (July 30, 1863 – April 7, 1947) was an American captain of industry and a business magnate, the founder of the Ford Motor Company, and the sponsor of the development of the assembly line technique of mass production.",https://en.wikipedia.org/wiki/Henry_Ford
"Baseball was, is and always will be to me the best game in the world.",Babe Ruth,"Baseball, Motivational Sports, Games ","George Herman ""Babe"" Ruth Jr. (February 6, 1895 – August 16, 1948) was an American professional baseball player whose career in Major League Baseball (MLB) spanned 22 seasons, from 1914 through 1935. Nicknamed ""The Bambino"" and ""The Sultan of Swat"", he began his MLB career as a stellar left-handed pitcher for the Boston Red Sox, but achieved his greatest fame as a slugging outfielder for the New York Yankees.",https://en.wikipedia.org/wiki/Babe_Ruth
The future belongs to those who believe in the beauty of their dreams.,Eleanor Roosevelt,"Inspirational, Change, Positive ","Anna Eleanor Roosevelt (; October 11, 1884 – November 7, 1962) was an American political figure, diplomat and activist.",https://en.wikipedia.org/wiki/Eleanor_Roosevelt
"Monsters are real, and ghosts are real too. They live inside us, and sometimes, they win.",Stephen King,"Hate, Real, Winning ","Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",https://en.wikipedia.org/wiki/Stephen_King
Go for it now. The future is promised to no one.,Wayne Dyer,"Motivational, Graduation, Dream ","Wayne Walter Dyer (May 10, 1940 – August 29, 2015) was an American self-help author and a motivational speaker.",https://en.wikipedia.org/wiki/Wayne_Dyer
"Never, never and never again shall it be that this beautiful land will again experience the oppression of one by another.",Nelson Mandela,"Inspiring, Beautiful, Hair ","Nelson Rolihlahla Mandela (; Xhosa: [xolíɬaɬa mandɛ̂ːla]; 18 July 1918 – 5 December 2013) was a South African anti-apartheid revolutionary, political leader, and philanthropist who served as President of South Africa from 1994 to 1999. He was the country's first black head of state and the first elected in a fully representative democratic election.",https://en.wikipedia.org/wiki/Nelson_Mandela
Action may not always bring happiness; but there is no happiness without action.,Benjamin Disraeli,"Inspirational, Motivational, Positive ","Benjamin Disraeli, 1st Earl of Beaconsfield,  (21 December 1804 – 19 April 1881) was a British statesman who twice served as Prime Minister of the United Kingdom.",https://en.wikipedia.org/wiki/Benjamin_Disraeli
The way to get started is to quit talking and begin doing.,Walt Disney,"Inspirational, Motivational, Positive ","The Walt Disney World Resort, also called Walt Disney World and Disney World, is an entertainment complex in Bay Lake and Lake Buena Vista, Florida, in the United States, near the cities Orlando and Kissimmee.",https://en.wikipedia.org/wiki/Walt_Disney_World
What can you do to promote world peace? Go home and love your family.,Mother Teresa,"Love, Family, Marriage ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
Our life is what our thoughts make it.,Marcus Aurelius,"Inspirational, Life, Change ","Marcus Aurelius ( or ; Latin: Marcus Aurelius Antoninus Augustus; 26 April 121 – 17 March 180), called the Philosopher, was Roman emperor from 161 to 180. He ruled the Roman Empire with his adoptive brother, Lucius Verus, until Lucius' death in 169. He was the last of the rulers traditionally known as the Five Good Emperors.",https://en.wikipedia.org/wiki/Marcus_Aurelius
Delete the negative; accentuate the positive!,Donna Karan,"Positive, Fashion, Hair ","Donna Karan (born Donna Ivy Faske; October 2, 1948), also known as ""DK"", is an American fashion designer and the creator of the Donna Karan New York and DKNY clothing labels.",https://en.wikipedia.org/wiki/Donna_Karan
"Boys, you must strive to find your own voice, because the longer you wait to begin the less likely you are to find it at all.",Robin Williams,"Carpe Diem, Boys, Dead Poets Society ","Robin McLaurin Williams (July 21, 1951 – August 11, 2014) was an American actor and comedian. Born in Chicago, Williams began performing stand-up comedy in San Francisco and Los Angeles in the mid-1970s, and is credited with leading San Francisco's comedy renaissance.",https://en.wikipedia.org/wiki/Robin_Williams
"There are two ways of exerting one's strength: one is pushing down, the other is pulling up.",Booker T. Washington,"Positive, Strength, Success ","Booker Taliaferro Washington (c. 1856 – November 14, 1915) was an American educator, author, orator, and advisor to presidents of the United States.",https://en.wikipedia.org/wiki/Booker_T._Washington
